ÈÕÆÚ,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH,000670.SZ,002049.SZ,002077.SZ,002079.SZ,002119.SZ,002156.SZ,002185.SZ,002371.SZ,300046.SZ,300053.SZ,300077.SZ,300139.SZ,300223.SZ,300327.SZ,300346.SZ,300373.SZ,300458.SZ,300493.SZ,300613.SZ,300623.SZ,300661.SZ,300666.SZ,300671.SZ,300672.SZ,300706.SZ,300782.SZ,600171.SH,600198.SH,600360.SH,600460.SH,600584.SH,600667.SH,603005.SH,603068.SH,603160.SH,603501.SH,603933.SH,603986.SH,688002.SH,688008.SH,688018.SH,688019.SH,688099.SH
2015/5/28,-4.1096,-9.0417,-2.7802,-9.9086,4.5346,-9.4595,-6.4736,-5.6124,-6.0105,-10,-4.9645,-7.9515,-9.9949,10.0163,-9.9217,-2.9408,10.0025,,,,,,,,,,-9.4264,0.7554,-10,-9.182,0.5587,0,-5.9659,,,,,,,,,,,14.7889,4.578,4.5297,7.0099,14.3898,4.4626,5.5435,2.3558,6.1871,6.1357,5.6752,12.744,7.5474,5.4001,9.8852,9.4048,0.051,,,,,,,,,,4.4068,11.1813,10.7484,7.1281,10.7593,,8.5363,,,,,,,,,,,7795307520,25065709889,5727960000,9295607674,8505960000,13062321072,15300312436,16173654062,3971475300,10102574025,17230850625,5796239831,5119806892,3616472772,2020687390,3403600000,1728800000,,,,,,,,,,18192809871,22455907982,8037691200,13569187840,23034607470,6278015413,6596109016,,,,,,,,,,,2644.7628,103.8955,241.8895,219.5109,3900.5174,124.4646,51.3338,403.1522,104.7577,509.8823,1795.5401,125.4028,-872.5046,167.9132,111.2741,100.0128,62.6731,,,,,,,,,,470.1837,184.3126,225.3646,82.5657,169.6814,442.3062,76.4468,,,,,,,,,,,27.706,12.0858,9.8329,7.3386,12.7201,6.3601,6.3586,9.2202,5.6283,19.4527,6.7175,6.1523,8.2758,9.056,4.8346,15.5691,6.9209,,,,,,,,,,11.1821,9.9246,4.0936,5.6568,7.0628,4.0073,9.5449,,,,,,,,,,,78.434,29.1021,6.0606,10.1209,6.7974,7.193,4.6308,17.5526,20.7436,72.4071,42.8099,29.4357,148.2421,14.1201,37.8204,17.3268,5.568,,,,,,,,,,38.8817,5.0105,6.504,7.2561,4.1354,1.4937,24.3701,,,,,,,,,,
2015/5/29,1.4881,2.8593,3.5636,2.7301,-4.0639,6.4677,5.6466,0.772,1.5137,10,5.2239,-0.5124,3.0804,-5.1434,3.2281,3.5373,9.9954,,,,,,,,,,3.8148,10.011,2.663,-1.3812,1.037,0,3.8066,,,,,,,,,,,9.7928,3.6294,3.5029,5.5684,10.3826,4.4644,4.9947,2.0481,4.4552,7.8118,5.3531,9.767,6.3845,12.373,8.0842,6.7483,0.0775,,,,,,,,,,4.8651,9.4452,8.2286,4.7465,9.0973,,7.106,,,,,,,,,,,7911309120,25782422760,5932080000,9549387914,8160284000,13907147808,16164264505,16298508057,4031593400,11112831428,18130969688,5766537285,5277519140,3430464418,2085917100,3523996000,1901600000,,,,,,,,,,18886831877,24703974625,8251734400,13357169280,23273484881,6278015413,6847199570,,,,,,,,,,,2684.1194,106.8662,250.5095,225.5038,3742.0032,132.5145,54.2325,406.2644,106.3434,560.8705,1889.3369,124.7602,-899.3815,159.2768,114.8661,103.5506,68.9375,,,,,,,,,,488.1203,202.7642,231.366,81.2756,171.4411,442.3062,79.3569,,,,,,,,,,,28.1183,12.4314,10.1833,7.5389,12.2032,6.7714,6.7177,9.2913,5.7135,21.3979,7.0684,6.1208,8.5307,8.5903,4.9907,16.1199,7.6127,,,,,,,,,,11.6087,10.9181,4.2026,5.5684,7.1361,4.0073,9.9082,,,,,,,,,,,79.6012,29.9343,6.2765,10.3972,6.5211,7.6582,4.8922,17.6881,21.0576,79.6478,45.0463,29.2849,152.8086,13.3939,39.0413,17.9397,6.1245,,,,,,,,,,40.3649,5.5121,6.6772,7.1428,4.1783,1.4937,25.2977,,,,,,,,,,
2015/6/1,7.566,9.9813,8.2838,5.5429,0.6663,10,10,3.2712,8.734,10.0014,3.8298,5.8499,-0.0184,1.3711,4.6392,10.0043,9.9916,,,,,,,,,,3.96,3.8485,10.0179,9.9907,3.6657,0,4.5402,,,,,,,,,,,10.7755,3.9226,3.1155,4.2921,9.3036,3.261,3.5477,1.1084,6.5236,7.743,4.4461,8.0922,5.3649,8.796,8.5813,10.1789,0.023,,,,,,,,,,3.3662,8.7902,7.3553,4.9791,8.5783,,6.2956,,,,,,,,,,,8509877376,28355854883,6423480000,10078700988,8214660000,15297862589,17780690955,16831668362,4383713700,12224272670,18825347250,6103873351,5276545608,3477501013,2182686450,3876548000,2091600000,,,,,,,,,,19634758505,25654698844,9078384000,14691639040,24126618491,6278015413,7158073591,,,,,,,,,,,2887.1994,117.5329,271.2611,238.0032,3766.938,145.766,59.6557,419.5542,115.6315,616.9655,1961.6945,132.0585,-899.2156,161.4608,120.1949,113.9101,75.8255,,,,,,,,,,507.4501,210.5675,254.544,89.3956,177.7256,442.3062,82.9598,,,,,,,,,,,30.2457,13.6722,11.0269,7.9568,12.2845,7.4486,7.3895,9.5953,6.2126,23.538,7.3391,6.4789,8.5291,8.708,5.2222,17.7325,8.3733,,,,,,,,,,12.0684,11.3383,4.6237,6.1248,7.3976,4.0073,10.3581,,,,,,,,,,,85.6238,32.9221,6.7965,10.9735,6.5646,8.4241,5.3815,18.2667,22.8968,87.6138,46.7715,30.998,152.7804,13.5775,40.8525,19.7345,6.7364,,,,,,,,,,41.9634,5.7242,7.3461,7.8564,4.3314,1.4937,26.4463,,,,,,,,,,
2015/6/2,3.9258,4.3257,4.3546,7.482,5.4137,9.983,6.1129,4.9118,5.5416,4.6301,1.2842,8.4811,4.059,6.9782,9.0312,2.1884,10.0019,,,,,,,,,,1.2697,-4.0726,10,10.017,0.2829,0,1.5869,,,,,,,,,,,11.0268,3.7825,3.3395,6.656,11.678,3.7833,5.7939,2.0153,5.2841,6.8653,4.6983,14.1894,6.7141,11.3556,9.9163,7.2774,0.028,,,,,,,,,,3.6641,11.5702,9.0593,6.2391,8.8236,,6.6188,,,,,,,,,,,8843961984,29582444025,6703200000,10832790846,8659378000,16825049381,18867598396,17658404278,4626639900,13395806275,19067093513,6621546308,5490722736,3720167084,2379809200,3961384000,2300800000,,,,,,,,,,19884067381,24609892541,9986222400,16163297280,24194869180,6278015413,7271662175,,,,,,,,,,,3000.5463,122.617,283.0736,255.8106,3970.8692,160.3178,63.3024,440.1618,122.0393,645.5317,1986.8857,143.2585,-935.7151,172.7278,131.05,116.403,83.4094,,,,,,,,,,513.8933,201.992,279.9984,98.3503,178.2283,442.3062,84.2762,,,,,,,,,,,31.4331,14.2636,11.5071,8.5521,12.9496,8.1922,7.8412,10.0666,6.5568,24.6279,7.4334,7.0283,8.8753,9.3157,5.6938,18.1206,9.2108,,,,,,,,,,12.2217,10.8765,5.086,6.7383,7.4186,4.0073,10.5224,,,,,,,,,,,88.9853,34.3462,7.0924,11.7945,6.92,9.265,5.7104,19.164,24.1656,91.6704,47.3721,33.627,158.9818,14.525,44.5419,20.1663,7.4102,,,,,,,,,,42.4962,5.4911,8.0807,8.6433,4.3437,1.4937,26.866,,,,,,,,,,
2015/6/3,-2.0462,-0.9756,0.8647,1.8072,-7.9166,1.4677,-2.3264,9.9943,-3.686,-6.1434,-0.4181,2.7876,-4.6454,-3.0747,5.4217,10.0026,9.9965,,,,,,,,,,-3.6598,7.8471,3.3999,1.929,-4.5134,0,-4.6862,,,,,,,,,,,10.5315,3.249,2.8991,7.6481,8.3238,5.6112,4.1501,2.9887,4.5416,5.0335,4.4668,15.9184,5.2993,8.0356,10.2429,8.4493,0.0735,,,,,,,,,,3.9143,8.8191,8.6041,6.9688,6.5543,,6.2879,,,,,,,,,,,8662999488,29293834815,6761160000,11028564174,7973852000,17071998734,18428655007,19423232376,4456100800,12572850068,18987368681,6806126420,5235657247,3605782637,2508835000,4357624000,2530800000,,,,,,,,,,19156354986,26541051110,10325739200,16475089280,23102858159,6278015413,6930896422,,,,,,,,,,,2939.1501,121.4207,285.5212,260.4337,3656.5124,162.6708,61.8297,484.1528,117.5409,700.2701,1978.578,147.2519,-892.2475,167.4169,138.1551,128.0463,91.7475,,,,,,,,,,495.086,217.8425,289.5179,100.2475,170.1842,442.3062,80.3269,,,,,,,,,,,30.7899,14.1245,11.6066,8.7067,11.9244,8.3124,7.6588,11.0727,6.3151,26.7162,7.4023,7.2243,8.463,9.0293,6.0025,19.9331,10.1316,,,,,,,,,,11.7744,11.73,5.2589,6.8683,7.0837,4.0073,10.0293,,,,,,,,,,,87.1645,34.0111,7.1538,12.0077,6.3722,9.401,5.5776,21.0792,23.2749,99.4436,47.174,34.5644,151.5965,14.0784,46.9569,22.1835,8.151,,,,,,,,,,40.9409,5.9219,8.3554,8.8101,4.1476,1.4937,25.607,,,,,,,,,,
2015/6/4,-3.3208,-3.8588,-3.5035,-3.2216,-6.4783,10.0114,4.6503,-6.1327,-2.0374,0.079,-6.0138,10.0062,-6.9171,-8.1233,-5.1571,3.1126,10.0047,,,,,,,,,,-1.7235,-5.7836,-2.7162,0.0757,10.0074,0,-5.1323,,,,,,,,,,,9.3087,2.5746,2.8337,5.6715,7.4141,4.3361,4.5388,3.0035,6.2225,4.6054,6.4133,18.4327,6.8545,9.065,8.849,7.2762,0.2825,,,,,,,,,,3.8504,7.2356,7.3338,5.2706,11.0865,,7.272,,,,,,,,,,,8375315520,28163448743,6524280000,10673271837,7457280000,18781148208,19285639720,18232057771,4365310200,12582785153,17845503356,7487163384,4873503194,3312872929,2379450795,4493260000,2784000000,,,,,,,,,,18826189178,25006027632,10045268800,16487560960,25414850242,6278015413,6575184803,,,,,,,,,,,2841.5457,116.7354,275.5178,252.0437,3419.6317,178.9565,64.7049,454.461,115.146,700.8234,1859.5899,161.9863,-830.5301,153.8171,131.0302,132.0319,100.9266,,,,,,,,,,486.553,205.2434,281.654,100.3234,187.2152,442.3062,76.2043,,,,,,,,,,,29.7675,13.5794,11.1999,8.4262,11.1519,9.1446,8.0149,10.3936,6.1865,26.7373,6.9571,7.9471,7.8776,8.2958,5.6929,20.5536,11.1452,,,,,,,,,,11.5714,11.0516,5.1161,6.8735,7.7926,4.0073,9.5146,,,,,,,,,,,84.2699,32.6987,6.9031,11.6209,5.9594,10.3422,5.8369,19.7865,22.8007,99.5222,44.337,38.023,141.1105,12.9347,44.5352,22.874,8.9664,,,,,,,,,,40.2353,5.5794,8.1285,8.8167,4.5627,1.4937,24.2928,,,,,,,,,,
2015/6/5,5.8172,0.9052,0.0386,1.9022,3.2812,2.3529,-2.6012,4.9232,-3.3542,-6.3035,-2.3058,-1.4452,-2.2373,-0.1291,1.3104,-0.7575,10,,,,,,,,,,4.7244,0.0198,-1.1756,3.4039,3.6925,0,1.3335,,,,,,,,,,,12.3669,2.951,3.2385,6.7281,5.744,4.9554,4.6556,2.6144,4.3818,6.3684,5.644,19.7862,5.8935,7.8132,7.1233,8.2835,0.1115,,,,,,,,,,5.5682,5.4511,6.731,5.9827,9.9547,,5.3861,,,,,,,,,,,8862522240,28418386878,6526800000,10876296030,7701972000,19223057578,18783990131,19129656765,4171460000,11789634200,17434020356,7378961249,4764467566,3308596875,2410632030,4459224000,3062400000,,,,,,,,,,19715615438,25010979321,9927176000,17048786560,26353297213,6278015413,6662867219,,,,,,,,,,,3006.8434,117.7921,275.6243,256.838,3531.8383,183.1672,63.0219,476.835,110.0328,656.6473,1816.7114,159.6453,-811.9486,153.6185,132.7473,131.0317,111.0193,,,,,,,,,,509.5398,205.284,278.3428,103.7383,194.1281,442.3062,77.2205,,,,,,,,,,,31.4991,13.7024,11.2043,8.5865,11.5178,9.3598,7.8064,10.9053,5.9118,25.052,6.7967,7.8323,7.7014,8.2851,5.7675,20.3979,12.2597,,,,,,,,,,12.1181,11.0538,5.056,7.1074,8.0804,4.0073,9.6415,,,,,,,,,,,89.172,32.9947,6.9058,11.8419,6.1549,10.5856,5.6851,20.7606,21.7881,93.2489,43.3147,37.4735,137.9534,12.918,45.1188,22.7007,9.8631,,,,,,,,,,42.1362,5.5806,8.0329,9.1169,4.7312,1.4937,24.6167,,,,,,,,,,
2015/6/8,10,-7.3121,-2.8958,-2.8667,-5.9506,-9.973,-4.0801,-0.5645,-6.9118,-9.7191,-7.0659,-9.747,-6.9677,-3.6511,-6.3336,-6.015,10.0052,,,,,,,,,,2.7341,0.8117,-3.1227,-6.0717,-6.7012,0,-3.7984,,,,,,,,,,,16.199,2.8996,3.6132,6.3546,4.3506,4.969,4.2572,1.5693,4.7104,5.8041,4.9908,15.5659,6.7932,7.8106,7.0824,7.6702,0.3385,,,,,,,,,,5.9249,7.3085,6.5387,5.9083,7.484,,4.9463,,,,,,,,,,,9748774464,26340400566,6337800000,10564508877,7243660000,17305950754,18017581039,19021674931,3883138500,10643787730,16202143125,6659735297,4432493017,3187798346,2257951500,4191000000,3368800000,,,,,,,,,,20254661656,27139819841,9617182400,16013637120,24587310640,6278015413,6409783882,,,,,,,,,,,3307.5277,109.179,267.6429,249.4753,3321.6735,164.9001,60.4505,474.1434,102.4275,592.8271,1688.3436,144.0847,-755.3743,148.0098,124.3396,123.1501,122.127,,,,,,,,,,523.4711,206.9504,269.6511,97.4396,181.1192,442.3062,74.2874,,,,,,,,,,,34.649,12.7004,10.8798,8.3403,10.8324,8.4263,7.4879,10.8437,5.5032,22.6171,6.3165,7.0689,7.1648,7.9826,5.4023,19.1709,13.4864,,,,,,,,,,12.4494,11.1435,4.8981,6.6759,7.5389,4.0073,9.2753,,,,,,,,,,,98.0892,30.5821,6.7058,11.5024,5.7886,9.5299,5.4532,20.6435,20.2822,84.1859,40.2541,33.8209,128.3412,12.4464,42.2612,21.3352,10.8499,,,,,,,,,,43.2882,5.6259,7.7821,8.5633,4.4141,1.4937,23.6817,,,,,,,,,,
2015/6/9,1.8563,0.5296,0.1988,0.4804,3.3512,-0.4882,-2.0495,-2.8739,-0.2212,1.8202,1.2381,1.8477,3.7997,1.9785,0.7143,0,9.9976,,,,,,,,,,10.0133,-6.2255,0.614,0.3894,-3.2269,0,1.5234,,,,,,,,,,,16.5246,1.7387,1.9994,3.8189,3.2762,2.9476,3.1607,1.1686,3.9048,4.0636,3.5123,9.5007,5.0954,6.3584,5.2901,,5.3578,,,,,,,,,,5.9156,8.8642,4.0518,3.6776,5.7816,,3.2678,,,,,,,,,,,9929736960,26479895018,6350400000,10615264925,7486410000,17221468080,17648311203,18475016897,3874550200,10837521888,16402741088,6782788705,4600914122,3250870145,2274079725,4191000000,3705600000,,,,,,,,,,22282823053,25450243468,9676228800,16075995520,23793896383,6278015413,6507430209,,,,,,,,,,,3368.924,109.7572,268.1749,250.6739,3432.9896,164.0951,59.2116,460.5171,102.201,603.6175,1709.247,146.747,-784.0762,150.9383,125.2277,123.1501,134.3368,,,,,,,,,,575.8879,194.0668,271.3066,97.8191,175.2746,442.3062,75.419,,,,,,,,,,,35.2922,12.7677,10.9014,8.3804,11.1955,8.3852,7.3345,10.5321,5.491,23.0288,6.3947,7.1995,7.437,8.1405,5.4408,19.1709,14.8347,,,,,,,,,,13.696,10.4498,4.9281,6.7019,7.2956,4.0073,9.4166,,,,,,,,,,,99.91,30.7441,6.7192,11.5577,5.9826,9.4833,5.3414,20.0502,20.2373,85.7182,40.7525,34.4459,133.2177,12.6926,42.563,21.3352,11.9346,,,,,,,,,,47.6228,5.2756,7.8298,8.5967,4.2717,1.4937,24.0424,,,,,,,,,,
2015/6/10,0.6542,2.6158,3.9286,5.4645,1.4008,0.7547,1.6581,1.2785,2.7549,6.9519,3.418,1.8768,1.8409,4.6366,3.2467,0,9.9957,,,,,,,,,,3.9915,0.3141,4.958,2.0171,3.6214,0,3.5064,,,,,,,,,,,10.5825,1.82,3.096,6.9035,3.9244,3.0036,3.5093,0.9713,4.7151,4.2629,3.9812,8.973,4.8376,8.1181,6.3809,,6.8207,,,,,,,,,,5.4429,5.1887,6.884,4.2776,4.9662,,5.0759,,,,,,,,,,,9994697856,27172557122,6599880000,11195334047,7591278000,17351441424,17940940129,18711227159,3981290500,11590932500,16963386675,6910085333,4685611441,3401601052,2347911155,4191000000,4076000000,,,,,,,,,,23172249313,25530191877,10155980800,16400259200,24655561329,6278015413,6735603768,,,,,,,,,,,3390.9637,112.6282,278.7104,264.3719,3481.0782,165.3335,60.1934,466.405,105.0166,645.5802,1767.669,149.5011,-798.5101,157.9367,129.2934,123.1501,147.7647,,,,,,,,,,598.8747,194.6764,284.7581,99.7922,181.622,442.3062,78.0635,,,,,,,,,,,35.523,13.1017,11.3297,8.8383,11.3523,8.4485,7.4561,10.6668,5.6423,24.6297,6.6132,7.3346,7.5739,8.518,5.6175,19.1709,16.3175,,,,,,,,,,14.2427,10.4826,5.1725,6.8371,7.5598,4.0073,9.7467,,,,,,,,,,,100.5636,31.5483,6.9831,12.1893,6.0664,9.5549,5.43,20.3065,20.7949,91.6773,42.1454,35.0923,135.6701,13.2812,43.9449,21.3352,13.1276,,,,,,,,,,49.5237,5.2922,8.218,8.7701,4.4264,1.4937,24.8854,,,,,,,,,,
2015/6/11,-1.5785,1.6109,-0.8782,4.4689,0.2814,2.1723,-1.2039,2.3986,0.6471,-2.4143,0.0455,-2.5177,3.5113,6.9453,-0.3675,0,10,,,,,,,,,,0.727,-2.9019,-1.8169,-0.7605,-2.2491,0,1.1243,,,,,,,,,,,8.8144,1.9014,1.9685,7.648,3.4589,2.4542,3.1404,1.2652,7.7871,3.4985,3.2725,8.672,5.4558,8.8383,4.6792,,0.3172,,,,,,,,,,3.4079,5.2722,5.3143,3.2046,3.5136,,3.5104,,,,,,,,,,,9836935680,27610281090,6541920000,11695643664,7612640000,17728364122,17724952112,19160026656,4007055400,11311094273,16971101981,6736113274,4850138417,3637853043,2332213016,4191000000,4483600000,,,,,,,,,,23340701257,24789336622,9971460800,16275542400,24101024483,6278015413,6811329491,,,,,,,,,,,3337.4387,114.4425,276.2628,276.1865,3490.874,168.925,59.4687,477.592,105.6962,629.9941,1768.473,145.7372,-826.5484,168.9059,128.429,123.1501,162.5411,,,,,,,,,,603.2282,189.0271,279.5845,99.0333,177.537,442.3062,78.9411,,,,,,,,,,,34.9623,13.3127,11.2302,9.2333,11.3842,8.632,7.3663,10.9226,5.6788,24.0351,6.6162,7.1499,7.8399,9.1096,5.5799,19.1709,17.9492,,,,,,,,,,14.3463,10.1784,5.0785,6.7851,7.3898,4.0073,9.8563,,,,,,,,,,,98.9763,32.0565,6.9218,12.734,6.0835,9.7625,5.3646,20.7936,20.9294,89.4639,42.1646,34.2088,140.4339,14.2036,43.6511,21.3352,14.4404,,,,,,,,,,49.8837,5.1386,8.0687,8.7034,4.3268,1.4937,25.1652,,,,,,,,,,
2015/6/12,8.3962,-1.0105,3.7365,-1.5499,3.8265,-1.9428,1.4544,4.9665,4.011,-1.1858,0.1667,2.6142,1.5054,-1.5281,3.7866,0,10.0009,,,,,,,,,,-2.1363,7.5038,3.1088,2.682,2.2655,0,-0.1024,,,,,,,,,,,10.9416,1.814,3.3582,5.7189,6.8185,2.6502,3.452,1.6182,6.2843,2.4788,3.3883,9.6754,5.7696,8.2911,7.7115,,0.2297,,,,,,,,,,3.4367,6.9768,6.1281,4.8959,4.8388,,4.2777,,,,,,,,,,,10662867072,27331292187,6786360000,11514372064,7903940000,17383934760,17982744262,20111616568,4167779300,11176970625,16999391438,6912206944,4923153347,3582264339,2420524008,4191000000,4932000000,,,,,,,,,,22842083505,26649469600,10281454400,16712051200,24647029993,6278015413,6804354754,,,,,,,,,,,3617.6577,113.2861,286.5854,271.9058,3624.4534,165.6431,60.3336,501.3118,109.9357,622.5238,1771.4209,149.547,-838.9914,166.3249,133.292,123.1501,178.7967,,,,,,,,,,590.3417,203.2113,288.2762,101.6893,181.5591,442.3062,78.8603,,,,,,,,,,,37.8978,13.1782,11.6498,9.0902,11.8198,8.4643,7.4734,11.4651,5.9065,23.7501,6.6273,7.3369,7.9579,8.9704,5.7912,19.1709,19.7443,,,,,,,,,,14.0398,10.9422,5.2364,6.9671,7.5572,4.0073,9.8462,,,,,,,,,,,107.2865,31.7326,7.1804,12.5366,6.3163,9.5728,5.4426,21.8263,21.7689,88.4031,42.2349,35.1031,142.548,13.9865,45.304,21.3352,15.8845,,,,,,,,,,48.8181,5.5242,8.3196,8.9368,4.4249,1.4937,25.1395,,,,,,,,,,
2015/6/15,-0.4352,-6.5998,-3.4534,-0.6297,-7.4939,-6.8037,-2.4797,-10,-2.0901,-8.4741,-8.1392,-7.5506,-8.6415,2.9842,-7.3679,0,0.9732,,,,,,,,,,-9.0855,10,4.738,-4.3284,-4.4306,0,-4.847,,,,,,,,,,,10.981,2.2657,2.8288,6.1065,5.2237,3.8207,3.3961,2.0097,5.1419,4.3017,5.0741,11.6039,5.3981,6.7514,5.7291,,56.2372,,,,,,,,,,5.2738,11.9184,7.0716,4.5403,4.2267,,4.6707,,,,,,,,,,,10616466432,25527484625,6552000000,11441863424,7311630000,16201177330,17536833517,18100454911,4080669400,10229825855,15615779850,6390290766,4497719688,5344908800,2242181680,4191000000,4980000000,,,,,,,,,,20766755564,29314416560,10768587200,15988693760,23555018972,6278015413,6474549303,,,,,,,,,,,3601.915,105.8095,276.6884,270.1936,3352.842,154.3732,58.8376,451.1806,107.6379,569.7707,1627.2417,138.2552,-766.4901,171.2884,123.4712,123.1501,180.5368,,,,,,,,,,536.7059,223.5324,301.9347,97.2879,173.515,442.3062,75.038,,,,,,,,,,,37.7329,12.3085,11.2475,9.033,10.9341,7.8884,7.2881,10.3186,5.7831,21.7375,6.0879,6.7829,7.2702,9.2381,5.3645,19.1709,19.9365,,,,,,,,,,12.7642,12.0364,5.4845,6.6655,7.2224,4.0073,9.369,,,,,,,,,,,106.8197,29.6383,6.9325,12.4577,5.843,8.9215,5.3077,19.6437,21.3139,80.9117,38.7973,32.4526,130.2298,14.4039,41.966,21.3352,16.0391,,,,,,,,,,44.3827,6.0766,8.7138,8.55,4.2288,1.4937,23.9209,,,,,,,,,,
2015/6/16,-7.299,-5.7094,-6.0769,-6.4005,-9.2961,-8.223,-6.7143,-3.0574,-3.7282,-9.8414,-6.7688,-6.0425,-7.1429,-3.6221,-5.3708,0,-10,,,,,,,,,,-5.743,-9.3091,-6.7169,-6.9423,-3.0062,0,-2.6162,,,,,,,,,,,10.5964,1.9978,2.2117,4.7581,4.1228,2.5451,2.861,1.6431,5.476,5.7236,4.554,7.6243,5.5051,4.7127,6.4163,,33.1802,,,,,,,,,,3.5322,7.707,5.304,4.5815,4.0955,,3.1024,,,,,,,,,,,9841575744,24070008114,6153840000,10709526158,6631930000,14868950554,16359350456,17547048012,3928533800,9223070575,14558782894,6004157658,4176453996,5151308800,2121757600,4191000000,4482000000,,,,,,,,,,19574115806,26585510873,10045268800,14878714240,22846918076,6278015413,6305162818,,,,,,,,,,,3339.013,99.7684,259.8743,252.8998,3041.1568,141.6791,54.887,437.3861,103.625,513.6974,1517.0974,129.9012,-711.7408,165.0841,116.8397,123.1501,162.4831,,,,,,,,,,505.8828,202.7236,281.654,90.5339,168.2988,442.3062,73.0748,,,,,,,,,,,34.9788,11.6057,10.564,8.4548,9.9176,7.2397,6.7988,10.0031,5.5675,19.5982,5.6758,6.373,6.7509,8.9035,5.0764,19.1709,17.9428,,,,,,,,,,12.0311,10.9159,5.1161,6.2028,7.0053,4.0073,9.1239,,,,,,,,,,,99.023,27.9461,6.5112,11.6603,5.2998,8.1879,4.9513,19.0431,20.5193,72.9489,36.1712,30.4916,120.9277,13.8822,39.7121,21.3352,14.4352,,,,,,,,,,41.8338,5.5109,8.1285,7.9564,4.1017,1.4937,23.2951,,,,,,,,,,
